"~start_node_id","~start_node_labels","~start_node_property_name","~start_node_property_id","~relationship_type","~end_node_id","~end_node_labels","~end_node_property_name","~end_node_property_Relates-To","~end_node_property_id","~end_node_property_Citation","~end_node_property_Specs","~end_node_property_Paragraphs","~start_node_property_Relates-To","~start_node_property_Citation","~start_node_property_Specs","~start_node_property_Paragraphs","~start_node_property_type","~start_node_property_filename","~start_node_property_timestamp","~end_node_property_type"
"4:7856e765-51e7-420d-bd24-570ba6669a83:542","Section","Contextual Information","CCAH","RELATES_TO","4:7856e765-51e7-420d-bd24-570ba6669a83:544","Section","Associating Contextual Information with a Text","['HD']","CCAS","Unpack BIB cites here","nf:specPuller() coming here","['This section discusses the association of the contextual information held in the header with the individual elements making up a TEI text or corpus. Contextual information is held in elements of various kinds within the TEI header','as discussed elsewhere in this section and in chapter HD (The TEI Header) . Here we consider what happens when different parts of a document need to be associated with different contextual information of the same type','for example when one part of a document uses a different encoding practice from another','or where one part relates to a different setting from another. In such situations','there will be more than one instance of a header element of the relevant type.The TEI scheme allow for the following possibilities: A given element may appear in the corpus header only','in the header of one or more texts only','or in both places There may be multiple occurrences of certain elements in either the corpus or a text header. To simplify the exposition','we deal with these two possibilities separately in what follows; however','they may be combined as desired.']","['HD','CCAS','HD','HD2','HD5','HD4','HD6','HD','HD4']","Unpack BIB cites here","nf:specPuller() coming here","['Contextual information is of particular importance for collections or corpora composed of samples from a variety of different kinds of text. Examples of such contextual information include: the age','sex','and geographical origins of participants in a language interaction','or their socio-economic status; the cost and publication data of a newspaper; the topic','register or factuality of an extract from a textbook. Such information may be of the first importance','whether as an organizing principle in creating a corpus (for example','to ensure that the range of values in such a parameter is evenly represented throughout the corpus','or represented proportionately to the population being sampled)','or as a selection criterion in analysing the corpus (for example','to investigate the language usage of some particular vector of social characteristics).Such contextual information is potentially of equal importance for unitary texts','and these Guidelines accordingly make no particular distinction between the kinds of information which should be gathered for unitary and for composite texts. In either case','the information should be recorded in the appropriate section of a TEI header','as described in chapter HD (The TEI Header) . In the case of language corpora','such information may be gathered together in the overall corpus header','or split across all the component texts of a corpus','in their individual headers','or divided between the two. The association between an individual corpus text and the contextual information applicable to it may be made in a number of ways','as further discussed in section CCAS (Associating Contextual Information with a Text) below.Chapter HD (The TEI Header) ','which should be read in conjunction with the present section','describes in full the range of elements available for the encoding of information relating to the electronic file itself','for example its bibliographic description and those of the source or sources from which it was derived (see section HD2 (The File Description) ); information about the encoding practices followed with the corpus','for example its design principles','editorial practices','reference system','etc. (see section HD5 (The Encoding Description) ); more detailed descriptive information about the creation and content of the corpus','such as the languages used within it and any descriptive classification system used (see section HD4 (The Profile Description) ); and version information documenting any changes made in the electronic text (see section HD6 (The Revision Description) ).In addition to the elements defined by chapter HD (The TEI Header) ','several other elements can be used in the TEI header if the additional module defined by this chapter is invoked. These additional tags make it possible to characterize the social or other situation within which a language interaction takes place or is experienced','the physical setting of a language interaction','and the participants in it. Though this information may be relevant to','and provided for','unitary texts as well as for collections or corpora','it is more often recorded for the components of systematically developed corpora than for isolated texts','and thus this module is referred to as being for language corpora.When the module defined in this chapter is included in a schema','a number of additional elements become available within the profileDesc element of the TEI header (discussed in section HD4 (The Profile Description) ). These elements','members of the model.profileDescPart','are discussed in the remainder of the chapter.']",,,,
"4:7856e765-51e7-420d-bd24-570ba6669a83:546","Section","Linguistic Annotation of Corpora","CCAN","RELATES_TO","4:7856e765-51e7-420d-bd24-570ba6669a83:241","Chapter","Simple Analytic Mechanisms",,"AI",,,,"['SA','AI','FS']","Unpack BIB cites here","nf:specPuller() coming here","['Language corpora often include analytic encodings or annotations','designed to support a variety of different views of language. The present Guidelines do not advocate any particular approach to linguistic annotation (or tagging); instead a number of general analytic facilities are provided which support the representation of most forms of annotation in a standard and self-documenting manner. Analytic annotation is of importance in many fields','not only in corpus linguistics','and is therefore discussed in general terms elsewhere in the Guidelines.See in particular chapters SA (Linking','Segmentation','and Alignment) ','AI (Simple Analytic Mechanisms) ','and FS (Feature Structures) . The present section presents informally some particular applications of these general mechanisms to the specific practice of corpus linguistics.']",,,,
"4:7856e765-51e7-420d-bd24-570ba6669a83:551","Section","Linguistic Annotation","AILA","RELATES_TO","4:7856e765-51e7-420d-bd24-570ba6669a83:456","Chapter","Default Text Structure",,"DS",,,,"['CO','DS','VE','DR','TS','DI','CC','HD','CCAH','HD53','CCAS']","Unpack BIB cites here","nf:specPuller() coming here","['By linguistic annotation we mean here any annotation determined by an analysis of linguistic features of the text','excluding as borderline cases both the formal structural properties of the text (e.g. its division into chapters or paragraphs) and descriptive information about its context (the circumstances of its production','its genre or medium). The structural properties of any TEI-conformant text should be represented using the structural elements discussed elsewhere in this chapter and in chapters CO (Elements Available in All TEI Documents) ','DS (Default Text Structure) ','VE (Verse) ','DR (Performance Texts) ','TS (Transcriptions of Speech) ','DI (Dictionaries) ','and CC (Language Corpora) . The contextual properties of a TEI text are fully documented in the TEI header','which is discussed in chapter HD (The TEI Header) ','and in section CCAH (Contextual Information) . Other forms of linguistic annotation may be applied at a number of levels in a text. A code (such as a word-class or part-of-speech code) may be associated with each word or token','or with groups of such tokens','which may be continuous','discontinuous','or nested. A code may also be associated with relationships (such as cohesion) perceived as existing between distinct parts of a text. The codes themselves may stand for discrete and non-decomposable categories','or they may represent highly articulated bundles of textual features. Their function may be to place the annotated part of the text somewhere within a narrowly linguistic or discoursal domain of analysis','or within a more general semantic field','or any combination drawn from these and other domains. The manner by which such annotations are generated and attached to the text may be entirely automatic','entirely manual or a mixture. The ease and accuracy with which analysis may be automated may vary with the level at which the annotation is attached. The method employed should be documented in the interpretation element within the encoding description of the TEI header','as described in section HD53 (The Editorial Practices Declaration) . Where different parts of a language corpus have used different annotation methods','the decls attribute may be used to indicate the fact','as further discussed in section CCAS (Associating Contextual Information with a Text) .']",,,,
"4:7856e765-51e7-420d-bd24-570ba6669a83:553","Section","Levels of Certainty","CECERT","RELATES_TO","4:7856e765-51e7-420d-bd24-570ba6669a83:241","Chapter","Simple Analytic Mechanisms",,"AI",,,,"['CEPREC','PH','AI','FS']","Unpack BIB cites here","nf:specPuller() coming here","['Many types of uncertainty may be distinguished. The certainty element is designed to encode the following sorts: a given tag may or may not correctly apply (e.g. a given word may be a personal name','or perhaps not) the precise point at which an element begins or ends is uncertain the value given for an attribute is uncertain the content given for an element is unreliable for any reason. The following types of uncertainty are not indicated with the certainty element: the numerical precision associated with a number or date (for this use the precision element discussed in CEPREC (Indications of Precision) ) the content of the document being transcribed is identifiable','but may be read or understood in different ways (for this use the transcriptional elements such as unclear','discussed in chapter PH (Representation of Primary Sources) ) a transcriber','editor','or author wishes to indicate a level of confidence in a factual assertion made in the text (for this use the interpretative mechanisms discussed in AI (Simple Analytic Mechanisms) and FS (Feature Structures) )']",,,,
"4:7856e765-51e7-420d-bd24-570ba6669a83:556","Section","Customization","MD","RELATES_TO","4:7856e765-51e7-420d-bd24-570ba6669a83:558","Section","Conformance","['CFWF','CFVL','CFAM','CFNS','CFOD']","CF","Unpack BIB cites here","nf:specPuller() coming here","['The notion of TEI Conformance is intended to assist in the description of the format and contents of a particular XML document instance or set of documents. It may be found useful in such situations as: interchange or integration of documents amongst different researchers or users; software specifications for TEI-aware processing tools; agreements for the deposit of texts in','and distribution of texts from','archives; specifying the form of documents to be produced by or for a given project. It is not intended to provide any other evaluation','for example of scholarly merit','intellectual integrity','or value for money. A document may be of major intellectual importance and yet not be TEI-conformant; a TEI-conformant document may be of no scholarly value whatsoever.In this section we explore several aspects of conformance','and in particular attempt to define how the term TEI-conformant should be used. The terminology defined here should be considered normative: users and implementors of the TEI Guidelines should use the phrases TEI-conformant and TEI Extension only in the senses given and with the usages described. A document is TEI-conformant if it: is a well-formed XML document (CFWF (Well-formedness Criterion) ) can be validated against a TEI Schema','that is','a schema derived from the TEI Guidelines (CFVL (Validation Constraint) ) conforms to the TEI Abstract Model (CFAM (Conformance to the TEI Abstract Model) ) uses the TEI namespace (and other namespaces where relevant) correctly (CFNS (Use of the TEI Namespace) ) is documented by means of a TEI-conformant ODD file (CFOD (Documentation Constraint) ) which refers to the TEI Guidelines Each of these criteria is discussed in more detail below. A document is said to use a TEI Extension if it is a well-formed XML document which is valid against a TEI Schema which contains additional distinctions','representing concepts not present in the TEI Abstract Model','and therefore not documented in these Guidelines. Such a document cannot necessarily be transformed automatically to a TEI-conformant document without loss of information. However','since one of the goals of the TEI is to support extensions and modifications','it should not be assumed that no TEI document can include extensions: an extension which is expressed by means of the recommended mechanisms is also a TEI-conformant document provided that those parts of it which are not extensions are TEI-conformant.A TEI-conformant document is said to follow TEI Recommended Practice if','wherever these Guidelines prefer one encoding practice to another','the preferred practice is used.']","['TD','DTYPES','CF','ST','TD','STIN','MDlite']","Unpack BIB cites here","nf:specPuller() coming here","['These Guidelines provide an encoding schema suitable for encoding a very wide range of texts','and capable of supporting a wide variety of applications. For this reason','the TEI schema supports a variety of different approaches to solving similar problems','and also defines a much richer set of elements than is likely to be necessary in any given project. Furthermore','the TEI schema may be extended in well-defined and documented ways for texts that cannot be conveniently or appropriately encoded using what is provided. For these reasons','it is almost impossible to use the TEI schema without customizing it in some way. This section describes how the TEI encoding schema may be customized','and should be read in conjunction with chapter TD (Documentation Elements) ','which describes how a specific application of the TEI encoding schema should be documented. The documentation system described in that chapter is','like the rest of the TEI schema','independent of any particular schema or document type definition language. Formally speaking','these Guidelines provide both syntactic rules about how elements and attributes may be used in valid documents and semantic recommendations about what interpretation should be attached to a given syntactic construct. In this sense','they provide both a document type definition and a document type declaration. More exactly','we may distinguish between the TEI Abstract Model','which defines a set of related concepts','and the TEI schema which defines a set of syntactic rules and constraints. Many (though not all) of the semantic recommendations are provided solely as informal descriptive prose','though some of them are also enforced by means of such constructs as datatypes (see DTYPES (Datatype Specifications) )','or by schema constraints expressed using the Schematron language. Schematron constraints provide information about special kinds of validation errors dependent on conditional relationships','such as the invalidity of an attribute name or value on one element when another is present','or when','given a pair of attributes such as minOccurs and maxOccurs','the minimum value exceeds the maximum value. Schematron constraints also provide warnings when a particular element','attribute','or combination is to be deprecated in future releases of the TEI scheme','to alert users that the feature in question is no longer to be used after a certain date. Very rarely','TEI Schematron constraints offer warnings that do not explicitly break with the TEI but suggest a more efficient or less ambiguous encoding. Although the descriptions','validation errors','and warnings have been written with care','there will inevitably be cases where the intention of the contributors has not been conveyed with sufficient clarity to prevent users of these Guidelines from extending them in the sense of attaching slightly variant semantics to them. Beyond this unintentional semantic extension','some of the elements described can intentionally be used in a variety of ways; for example','the element note has an attribute type which can take on arbitrary string values','depending on how it is used in a document. A new type of note','therefore','requires no change in the existing model. On the other hand','for many applications','it may be desirable to constrain the possible values for the type attribute to a small set of possibilities. A schema modified in this way would no longer necessarily regard as valid the same set of documents as the corresponding unmodified TEI schema','but would remain faithful to the same conceptual model.This section explains how the TEI schema can be customized by suppressing elements','modifying classes of elements','or adding elements. Documents which validate against an application of the TEI schema which has been customized in this way may or may not be considered TEI-conformant','as further discussed in section CF (Conformance) .The TEI system is designed to support modification and customization in a documented way that can be validated by an XML processor. This is achieved by writing a small TEI-conformant document','known informally as an ODD (One Document Does it all)','from which an appropriate processor can generate both human-readable documentation','and a schema expressed in a language such as RELAX NG or DTD. The mechanisms used to instantiate a TEI schema differ for different schema languages','and are therefore not defined here. In XML DTDs','for example','extensive use is made of parameter entities','while in RELAX NG schemas','extensive use is made of patterns. In either case','the names of elements and','wherever possible','their attributes and content models are defined indirectly. The syntax used to implement this indirection also varies with the schema language used','but the underlying constructs in the TEI Abstract Model are given the same names. This indirection makes it simpler to implement customization of the TEI system in an accessible and human-readable way. As further discussed in section ST (The TEI Infrastructure) ','the TEI encoding schema comprises a set of class and macro declarations','and a number of modules. Each module is made up of element and attribute declarations','and a schema is made by combining a particular set of modules together. In the absence of any other kind of customization','when modules are combined together: all the elements defined by the module (and described in the corresponding section of these Guidelines) are included in the schema; each such element is identified by the canonical name given it in these Guidelines; the content model of each such element is as defined by these Guidelines; the names','datatypes','and permitted values declared for each attribute associated with each such element are as given in these Guidelines; the elements comprising element classes and the meaning of macro declarations expressed in terms of element classes is determined by the particular combination of modules selected. The TEI customization mechanisms allow the user to control this behaviour as follows: particular elements may be suppressed','removing them from any classes in which they are members','and also from any generated schema; new elements may be added to an existing class','thus making them available in macros or content models defined in terms of those classes; additional attributes','or attribute values','may be specified for an individual element or for classes of elements; within certain limits','attributes','or attribute values','may also be removed either from an individual element or for classes of elements; the characteristics inherited by one class from another class may be modified by modifying its class membership: all members of the class then inherit the changed characteristics; the set of values legal for an attribute or attribute class may be constrained or relaxed by supplying or modifying a value list','or by modifying its datatype. within certain limits','the name (generic identifier) associated with an element may be changed','without changing the semantic or syntactic properties of the element; The modification mechanisms presented in this section are quite general','and may be used to make all the types of changes just listed. The recommended way of implementing and documenting all such modifications is by means of the ODD system described in chapter TD (Documentation Elements) ; in the remainder of this section we give specific examples to illustrate how that system may be applied. An ODD processor','such as the Roma application supported by the TEI','or any other comparable set of stylesheets will use the declarations provided by an ODD to generate appropriate sets of declarations in a specific schema language such as RELAX NG or the XML DTD language. We do not discuss in detail here how this should be done','since the details are schema language-specific; some background information about the methods used for XML DTD and RELAX NG schema generation is however provided in section STIN (Defining a TEI Schema) . Several example ODD files are also provided as part of the standard TEI release: see further section MDlite (Examples of Modification) below.']",,,,
"4:7856e765-51e7-420d-bd24-570ba6669a83:233","Chapter","Dictionaries","DI","HAS_SECTION","4:7856e765-51e7-420d-bd24-570ba6669a83:59","Section","Typographic and Lexical Information in Dictionary Data","['PH','FS','AI']","DIMV","Unpack BIB cites here","nf:specPuller() coming here","['Among the many possible views of dictionaries','it is useful to distinguish at least the following three','which help to clarify some issues raised with particular urgency by dictionaries','on account of the complexity of both their typography and their information structure. (a) the typographic view—the two-dimensional printed page','including information about lineation','pagination','and other features of layout (b) the editorial view—the one-dimensional sequence of tokens which can be seen as the input to the typesetting process; the wording and punctuation of the text and the sequencing of items are visible in this view','but specifics of the typographic realization are not (c) the lexical view—this view includes the underlying information represented in a dictionary','without concern for its exact textual form For example','a domain indication in a dictionary entry might be broken over a line and therefore hyphenated (naut- ical); the typographic view of the dictionary preserves this information. In a purely editorial view','the particular form in which the domain name is given in the particular dictionary (as nautical','rather than naut.','Naut.','etc.) would be preserved','but the fact that the word was split across two lines with a soft hyphen would not. Font shifts might plausibly be included in either a strictly typographic or an editorial view. In the lexical view','the only information preserved concerning domain would be some standard symbol or string representing the nautical domain (e.g. naut.) regardless of the form in which it appears in the printed dictionary. In practice','publishers begin with the lexical view—i.e.','lexical data as it might appear in a database—and generate first the editorial view','which reflects editorial choices for a particular dictionary (such as the use of the abbreviation Naut. for nautical','the fonts in which different types of information are to be rendered','etc.)','and then the typographic view','which is tied to a specific printed rendering. Computational linguists and philologists often begin with the typographic view and analyse it to obtain the editorial and/or lexical views. Some users may ultimately be concerned with retaining only the lexical view','or they may wish to preserve the typographic or editorial views as a reference text','perhaps as a guard against the loss or misinterpretation of information in the translation process. Some researchers may wish to retain all three views','and study their interrelations','since research questions may well span all three views. In general','an electronic encoding of a text will allow the recovery of at least one view of that text (the one which guided the encoding); if editorial and typographic practices are consistently applied in the production of a printed dictionary','or if exceptions to the rules are consistently recorded in the electronic encoding','then it is in principle possible to recover the editorial view from an encoding of the lexical view','and the typographic view from an encoding of the editorial view. In practice','of course','the severe compression of information in dictionaries','the variety of methods by which this compression is achieved','the complexity of formulating completely explicit rules for editorial and typographic practice','and the relative rarity of complete consistency in the application of such rules','all make the mechanical transformation of information from one view into another something of a vexed question. This section describes some principles which may be useful in capturing one or the other of these views as consistently and completely as possible','and describes some methods of attempting to capture more than one view in a single encoding. Only the editorial and lexical views are explicitly treated here; for methods of recording the physical or typographic details of a text','see chapter PH (Representation of Primary Sources) . Other approaches to these problems','such as the use of repetitive encoding and links to show their correspondences','or the use of feature structures to capture the information structure','and of the ana and inst attributes to link feature structures to a transcription of the editorial view of a dictionary','are not discussed here (for feature structures','see chapter FS (Feature Structures) . For linkage of textual form and underlying information','see chapter AI (Simple Analytic Mechanisms) ).']",,,,,,,,
"4:7856e765-51e7-420d-bd24-570ba6669a83:239","Chapter","Language Corpora","CC","HAS_SECTION","4:7856e765-51e7-420d-bd24-570ba6669a83:546","Section","Linguistic Annotation of Corpora","['SA','AI','FS']","CCAN","Unpack BIB cites here","nf:specPuller() coming here","['Language corpora often include analytic encodings or annotations','designed to support a variety of different views of language. The present Guidelines do not advocate any particular approach to linguistic annotation (or tagging); instead a number of general analytic facilities are provided which support the representation of most forms of annotation in a standard and self-documenting manner. Analytic annotation is of importance in many fields','not only in corpus linguistics','and is therefore discussed in general terms elsewhere in the Guidelines.See in particular chapters SA (Linking','Segmentation','and Alignment) ','AI (Simple Analytic Mechanisms) ','and FS (Feature Structures) . The present section presents informally some particular applications of these general mechanisms to the specific practice of corpus linguistics.']",,,,,,,,
"4:7856e765-51e7-420d-bd24-570ba6669a83:451","Chapter","A Gentle Introduction to XML","SG","HAS_SECTION","4:7856e765-51e7-420d-bd24-570ba6669a83:251","Section","Other Components of an XML Document","['SG-er']","SG-oth","Unpack BIB cites here","nf:specPuller() coming here","['In addition to the elements and attributes so far discussed','an XML document can contain a few other formally distinct things. An XML document may contain references to predefined strings of data that a validator must resolve before attempting to validate the document's structure; these are called entity references. They may be useful as a means of providing boilerplate text or representing character data which cannot easily be keyboarded. As noted earlier','an XML document may also contain instances of elements taken from some other namespace. And an XML document may also contain arbitrary signals or flags for use when the document is processed in a particular way by some class of processor (a common example in document production is the need to force a formatter to start a new page at some specific point in a document); such flags are called processing instructions. We discuss each of these three cases in the rest of this section.The XML declaration should be supplied at the very beginning of every XML file; while it looks like a processing instruction','it is not','and may not occur anywhere other than at the very beginning of an XML file. For example: &lt;?xml version='1.0' encoding='UTF-8'?&gt; The XML declaration specifies the version number of the XML Recommendation applicable to the document it introduces (in this case','version 1.0)','and optionally also the character encoding used to represent the Unicode characters within it. By default an XML document uses the character encoding UTF-8 or UTF-16; other commonly-encountered encodings include ISO 8859-1. If any character present in the document is not available in the specified character encoding','it must be represented as a character reference (SG-er (Character References) ). The XML declaration is documentary','but should normally be supplied at the start of any XML file. If it is missing many XML-aware processors will be unable to process the associated text correctly.']",,,,,,,,
"4:7856e765-51e7-420d-bd24-570ba6669a83:454","Chapter","The TEI Header","HD","HAS_SECTION","4:7856e765-51e7-420d-bd24-570ba6669a83:30","Section","The Profile Description","['CC','CCAH','PH','PHDH','MS','PHDH','transpo']","HD4","Unpack BIB cites here","nf:specPuller() coming here","['The profileDesc element is the third major subdivision of the TEI header. It is an optional element','the purpose of which is to enable information characterizing various descriptive aspects of a text or a corpus to be recorded within a single unified framework. In principle','almost any component of the header might be of importance as a means of characterizing a text. The author of a written text','its title or its date of publication','may all be regarded as characterizing it at least as strongly as any of the parameters discussed in this section. The rule of thumb applied has been to exclude from discussion here most of the information which generally forms part of a standard bibliographic style description','if only because such information has already been included elsewhere in the TEI header. The profileDesc element contains elements taken from the model.profileDescPart class. The default members of this class are the following : These elements are further described in the remainder of this section.When the corpus module described in chapter CC (Language Corpora) is included in a schema','three further elements become available within the profileDesc element: For descriptions of these elements','see section CCAH (Contextual Information) .When the transcr module for the transcription of primary sources described in chapter PH (Representation of Primary Sources) is included in a schema','the following elements become available within the profileDesc element: For a description of the handNotes element','see section PHDH (Document Hands) . Its purpose is to group together a number of handNote elements','each of which describes a different hand or equivalent identified within a manuscript. The handNote element can also appear within a structured manuscript description','when the msdescription module described in chapter MS (Manuscript Description) is included in a schema. For this reason','the handNote element is actually declared within the header module','but is only accessible to a schema when one or other of the transcr or msdescription modules is included in a schema. See further the discussion at PHDH (Document Hands) . The listTranspose element is discussed in detail in section transpo (Transpositions) .']",,,,,,,,
"4:7856e765-51e7-420d-bd24-570ba6669a83:455","Chapter","Elements Available in All TEI Documents","CO","HAS_SECTION","4:7856e765-51e7-420d-bd24-570ba6669a83:36","Section","Reference Systems","['CORS1','CORS2','NH','CORS5','CORS6','SACR']","CORS","Unpack BIB cites here","nf:specPuller() coming here","['By reference system we mean the system by which names or references are associated with particular passages of a text (e.g. Ps. 23:3 for the third verse of Psalm 23 or Amores 2.10.7 for Ovid's Amores','book 2','poem 10','line 7). Such names make it possible to mark a place within a text and enable other readers to find it again. A reference system may be based on structural units (chapters','paragraphs','sentences; stanza and verse)','typographic units (page and line numbers)','or divisions created specifically for reference purposes (chapter and verse in Biblical texts). Where one exists','the traditional reference system for a text should be preserved in an electronic transcript of it','if only to make it easier to compare electronic and non-electronic versions of the text. Reference systems may be recorded in TEI-encoded texts in any of the following ways: where a reference system exists','and is based on the same logical structure as that of the text's markup','the reference for a passage may be recorded as the value of the global xml:id or n attribute on an appropriate tag','or may be constructed by combining attribute values from several levels of tags','as described below in section CORS1 (Using the xml:id and n Attributes) . where there is no pre-existing reference system','the global xml:id or n attributes may be used to construct one (e.g. collections and corpora created in electronic form)','as described below in section CORS2 (Creating New Reference Systems) . where a reference system exists which is not based on the same logical structure as that of the text's markup (for example','one based on the page and line numbers of particular editions of the text rather than on the structural divisions of it)','any of a variety of methods for encoding the logical structure representing the reference system may be employed','as described in chapter NH (Non-hierarchical Structures) . where a reference system exists which does not correspond to any particular logical structure','or where the logical structure concerned is of no interest to the encoder except as a means of supporting the referencing system','then references may be encoded by means of milestone elements','which simply mark points in the text at which values in the reference system change','as described below in section CORS5 (Milestone Elements) . The specific method used to record traditional or new reference systems for a text should be declared in the TEI header','as further described in section CORS6 (Declaring Reference Systems) and in section SACR (Canonical References) . When a text has no pre-existing associated reference system of any kind','these Guidelines recommend as a minimum that at least the page boundaries of the source text be marked using one of the methods outlined in this section. Retaining page boundaries in the markup is also recommended for texts which have a detailed reference system of their own. Line divisions in prose texts may be','but need not be','encoded.Many encoders find it convenient to retain the line divisions of the original during data entry','to simplify proofreading','but this may be done without inserting an element for the beginning of each line in the original.']",,,,,,,,
"4:7856e765-51e7-420d-bd24-570ba6669a83:459","Chapter","Performance Texts","DR","HAS_SECTION","4:7856e765-51e7-420d-bd24-570ba6669a83:53","Section","Other Types of Performance Text","['DRTEC','DRSTA']","DROTH","Unpack BIB cites here","nf:specPuller() coming here","['Most of the elements and structures identified thus far are derived from traditional theatrical texts. Although other performance texts','such as screenplays or radio scripts','have not been discussed specifically','they can be encoded using the elements and structures listed above. Encoders may however find it convenient to use','as well','the additional specialized elements discussed in this section. For scripts containing very detailed technical information','the tech element discussed in section DRTEC (Technical Information) may also be useful. Like other texts','screenplays and television or radio scripts may be divided into text divisions marked with div or div1','etc. Within units corresponding with the traditional act and scene','further subdivisions or sequences may be identified','composed of individual shots','each associated with a single camera angle and setting. Shots and sequences should be encoded using an appropriate text-division element (i.e.','a div3 element if numbered division elements are in use and the next largest unit is a div2','or a div element if un-numbered divisions are in use) specifying sequence or shot as the value of the type attribute','as appropriate. It is normal practice in screenplays and radio scripts to distinguish directions concerning camera angles','sound effects','etc.','from other forms of stage direction. Such texts also generally include far more detailed specifications of what the audience actually sees: descriptions of actions and background','etc. Scripts derived from cinema and television productions may also include texts displayed as captions superimposed on the action. All of these may be encoded using the general purpose stage element discussed in section DRSTA (Stage Directions) ','and distinguished by means of its type attribute. Alternatively','or in addition','the following more specific elements may be used','where clear distinctions can be made: Some examples of the use of these elements follow: Angle on Olivia. Ryan's wife','standing nervously alone on the sidelines','biting her lip. She's scared and she shows it. Where particular words or phrases within a direction are emphasized (by change of typeface or use of capital letters)','an appropriate phrase-level element may be used to indicate the fact','as in the following examples','where certain words in the original are given in small capitals: George glances at the window—and freezes. New angle—shock cut Out the window the body of a dead man suddenly slams into frame. He dangles grotesquely','held up by his coat caught on a protruding bolt. George gasps. The train whistle screams. Ext. TV control van—Early morning. The T.V. announcer from the Ryan interview stands near the Control Van','the lake in b.g. T.V. Announcer Several years ago','Jack Ryan was a highly successful hydroplane racer ... All of these elements','like other stage directions','can appear both within and between speeches. TV Announcer VO Working with Ryan are his two coworkers— Strut Bowman','the mechanical engineer— Angle on Strut standing in the tow boat','walkie-talkie in hand','watching Ryan carefully. —and Roger Dalton','a rocket systems analyst','and one of the scientists from the Jet Propulsion Lab ... Benjy Now to business. Ford and Zaphod To business. Glasses clink. Benjy I beg your pardon? Ford I'm sorry','I thought you were proposing a toast. Zoom in to overlay showing some stock film of hansom cabs galloping past. London','1895. The residence of Mr Oscar Wilde. Suitably classy music starts. Mix through to Wilde's drawing room. A crowd of suitably dressed folk are engaged in typically brilliant conversation','laughing affectedly and drinking champagne. Prince of Wales My congratulations','Wilde. Your latest play is a great success.']",,,,,,,,
"4:7856e765-51e7-420d-bd24-570ba6669a83:65","Subsection","Components of Bibliographic References","COBICO","HAS_NESTED_SUBSECTION","4:7856e765-51e7-420d-bd24-570ba6669a83:73","NestedSubsection","Document Identifiers",,"COBICOD",,,,"['COBICOO']",,,"['This section discusses commonly occurring components of bibliographic references and elements used for encoding them. They fall into four groups: elements for grouping components of the analytic','monographic','and series levels in a structured bibliographic reference titles of various kinds','and statements of intellectual responsibility (authorship','etc.) information relating to the publication','pagination','etc. of an item (most of these constitute the default members of the model.biblPart class) annotation','commentary','and further detail The following sections describe the elements which may be used to represent such information within a bibl or biblStruct element. Within the former','elements from the model.biblPart class','other phrase-level elements','and plain text may be combined without other constraint; within the latter','such of these elements as exist for a given reference must be distinguished','and must also be presented in a specific order','discussed further below (section COBICOO (Order of Components within References) ).','This section discusses commonly occurring components of bibliographic references and elements used for encoding them. They fall into four groups: elements for grouping components of the analytic','monographic','and series levels in a structured bibliographic reference titles of various kinds','and statements of intellectual responsibility (authorship','etc.) information relating to the publication','pagination','etc. of an item (most of these constitute the default members of the model.biblPart class) annotation','commentary','and further detail The following sections describe the elements which may be used to represent such information within a bibl or biblStruct element. Within the former','elements from the model.biblPart class','other phrase-level elements','and plain text may be combined without other constraint; within the latter','such of these elements as exist for a given reference must be distinguished','and must also be presented in a specific order','discussed further below (section COBICOO (Order of Components within References) ).','This section discusses commonly occurring components of bibliographic references and elements used for encoding them. They fall into four groups: elements for grouping components of the analytic','monographic','and series levels in a structured bibliographic reference titles of various kinds','and statements of intellectual responsibility (authorship','etc.) information relating to the publication','pagination','etc. of an item (most of these constitute the default members of the model.biblPart class) annotation','commentary','and further detail The following sections describe the elements which may be used to represent such information within a bibl or biblStruct element. Within the former','elements from the model.biblPart class','other phrase-level elements','and plain text may be combined without other constraint; within the latter','such of these elements as exist for a given reference must be distinguished','and must also be presented in a specific order','discussed further below (section COBICOO (Order of Components within References) ).','This section discusses commonly occurring components of bibliographic references and elements used for encoding them. They fall into four groups: elements for grouping components of the analytic','monographic','and series levels in a structured bibliographic reference titles of various kinds','and statements of intellectual responsibility (authorship','etc.) information relating to the publication','pagination','etc. of an item (most of these constitute the default members of the model.biblPart class) annotation','commentary','and further detail The following sections describe the elements which may be used to represent such information within a bibl or biblStruct element. Within the former','elements from the model.biblPart class','other phrase-level elements','and plain text may be combined without other constraint; within the latter','such of these elements as exist for a given reference must be distinguished','and must also be presented in a specific order','discussed further below (section COBICOO (Order of Components within References) ).','This section discusses commonly occurring components of bibliographic references and elements used for encoding them. They fall into four groups: elements for grouping components of the analytic','monographic','and series levels in a structured bibliographic reference titles of various kinds','and statements of intellectual responsibility (authorship','etc.) information relating to the publication','pagination','etc. of an item (most of these constitute the default members of the model.biblPart class) annotation','commentary','and further detail The following sections describe the elements which may be used to represent such information within a bibl or biblStruct element. Within the former','elements from the model.biblPart class','other phrase-level elements','and plain text may be combined without other constraint; within the latter','such of these elements as exist for a given reference must be distinguished','and must also be presented in a specific order','discussed further below (section COBICOO (Order of Components within References) ).']",,,,
